timestamp,close,high,low,open,volume,return,volatility,rsi,hl_range,oc_range,ma_50,ma_200,log_volume,vwap,vwap_ratio,lag_1,lag_5,lag_20,target
2011-04-12,1.6433329582214355,1.6806670427322388,1.6200000047683716,1.6720000505447388,20361000,-0.024535432359909737,0.04538481915517225,59.9186575174663,0.036917070068092944,0.01744448206912941,1.5972933530807496,1.5817566722631455,16.829131913467506,1.6480000019073486,0.9971680560191071,-0.046054948866235956,0.033681747057133116,-0.012903213897927035,1
2011-04-13,1.6619999408721924,1.7126669883728027,1.6540000438690186,1.675333023071289,18172500,0.01135922124446398,0.045343953666412876,60.43336008883223,0.03529900516903548,0.00802231207788111,1.5986533522605897,1.5821033370494844,16.715420075369128,1.676222324371338,0.9915152165125354,-0.024535432359909737,-0.007865134376329852,-0.005664700882070828,1
2011-04-14,1.6759999990463257,1.685333013534546,1.613332986831665,1.6579999923706055,14751000,0.008423621343082832,0.045327797224489146,59.755077947142475,0.04295944316458841,-0.010739860791147103,1.6002533531188965,1.5825400018692017,16.506821502854198,1.658221999804179,1.0107211213240725,0.01135922124446398,0.028312543260618384,-0.00043778864313415156,1
2011-04-15,1.7053329944610596,1.745332956314087,1.694000005722046,1.7100000381469727,14152500,0.01750178725025342,0.04540360789658729,59.556992342481884,0.030101423451473118,0.0027367345269643495,1.6028533530235292,1.5837466669082643,16.465401915551844,1.7148886521657307,0.9944278261491769,0.008423621343082832,-0.027533013621368174,0.006576055603675579,1
2011-04-18,1.668666958808899,1.7079999446868896,1.6239999532699585,1.675333023071289,15508500,-0.021500807039594227,0.04569291310926105,54.59818065734577,0.05033957853213003,0.0039948440443432764,1.6049466919898987,1.58569000184536,16.55689888315776,1.666888952255249,1.0010666616700796,0.01750178725025342,-0.046054948866235956,-0.010017784039379585,1
2011-04-19,1.6773329973220825,1.684000015258789,1.6433329582214355,1.684000015258789,8230500,0.005193390129429654,0.045164217240006264,56.04667147051813,0.024245070658169735,0.003974773016062199,1.6077333521842956,1.5887066668272019,15.923357445648572,1.6682219902674358,1.0054615075858016,-0.021500807039594227,-0.024535432359909737,-0.02375716229393221,1
2011-04-20,1.7166670560836792,1.7393330335617065,1.6866669654846191,1.713333010673523,12558000,0.023450357695457447,0.04527988950529219,38.290424007635195,0.03067925599809506,-0.0019421619342788457,1.60941335439682,1.5920233368873595,16.345868550286703,1.7142223517100017,1.0014261302632292,0.005193390129429654,0.01135922124446398,0.0009017252445597812,1
2011-04-21,1.7826670408248901,1.7986669540405273,1.7059999704360962,1.7233330011367798,20791500,0.038446584331722544,0.045767611704274534,50.47399389453745,0.051982216242440614,-0.03328385970531818,1.6141200351715088,1.5951166719198226,16.85005485540023,1.7624446551005046,1.011474054328947,0.023450357695457447,0.008423621343082832,0.005402981385562056,1
2011-04-25,1.7593330144882202,1.781999945640564,1.7313330173492432,1.7799999713897705,12013500,-0.013089391233638725,0.04599911673881189,53.51755356548677,0.028798941345427726,0.011747040913435135,1.6183466958999633,1.5981133371591567,16.30154165865367,1.757555325826009,1.0010114553073177,0.038446584331722544,0.01750178725025342,0.018808771153771664,1
2011-04-26,1.7953330278396606,1.8166669607162476,1.753999948501587,1.7773330211639404,21000000,0.020462307621682774,0.04597679767621749,51.507178435988905,0.03490550847274747,-0.010025998740400702,1.6232533574104309,1.6014066672325133,16.860033043306743,1.7886666456858318,1.0037270120566668,-0.013089391233638725,-0.021500807039594227,0.021977760267552826,0
