dia,sentiment_real,n_noticias
2014-06-09,0.765,1
2014-08-14,-0.4019,1
2020-07-30,0.4767,1
2024-02-20,0.0,1
2026-01-13,0.3612,1
2026-07-27,0.0,1
2026-07-29,0.5994,1
2026-07-30,0.3121272727272727,11
2026-07-31,0.27663536977491965,311
2026-08-21,0.7196333333333333,3
2026-08-24,0.23886666666666667,3
2026-08-25,0.35857777777777783,9
2026-08-26,0.31113024390243904,410
