dia,sentiment_real,n_noticias
2014-06-09,0.765,1
2024-02-20,0.0,1
2024-07-21,0.7964,1
2024-07-29,0.4767,1
2024-08-07,0.0516,1
2025-05-22,0.8834,1
2026-03-22,0.7783,1
2026-06-26,0.4939,1
2026-07-29,0.5994,1
2026-07-30,0.3584833333333333,18
2026-07-31,0.36485137362637365,364
2026-08-24,0.09816,5
2026-08-25,0.33407560975609757,41
2026-08-26,0.32945341246290805,337
