dia,sentiment_real,n_noticias
2024-07-21,0.7964,1
2026-07-30,0.44579285714285716,14
2026-07-31,0.2703814696485623,313
2026-08-24,0.25007142857142856,7
2026-08-25,0.09576666666666667,3
2026-08-26,0.34520664961636827,391
