dia,sentiment_real,n_noticias
2021-01-01,0.1531,1
2021-02-04,0.4588,1
2026-01-08,0.8687,1
2026-07-27,0.9205,1
2026-07-30,0.019224999999999992,4
2026-07-31,0.07425196374622357,331
2026-08-24,-0.719,2
2026-08-25,0.35805241379310343,145
2026-08-26,0.24045862068965518,116
