dia,sentiment_real,n_noticias
2014-08-14,0.5994,1
2021-03-12,-0.9349,1
2024-02-20,0.0,1
2026-07-08,0.4019,1
2026-07-30,0.7347666666666667,3
2026-07-31,0.3221110091743119,327
2026-08-11,0.8805,1
2026-08-24,0.03209999999999999,2
2026-08-25,0.1889,5
2026-08-26,0.3168697802197802,364
