fecha,titulo,cuerpo,fuente,neg,neu,pos,compound
2026-08-03 23:50:09+00:00,"Meta Offers to Apologise Over PM Modi Post Restriction, Parliamentary Panel Seeks Accountability","Meta ready to apologise for brief restriction of PM Modi's Facebook post

Social media giant Meta told a parliamentary committee on Monday that it is ready to apologise for the brief restriction of a post by Prime Minister Narendra Modi on Facebook, even as several members pressed for legal action ...",The Pioneer,0.086,0.72,0.194,0.7906
2026-08-03 22:38:00+00:00,Scammers hijack woman's Facebook account | Demands hundreds of gift cards,"A Westmoreland County woman is warning others after losing nearly $247,000 in a Facebook scam that preyed on her empathy and spanned more than three years.

You can view News 8 headlines in the video player above.

A Facebook message leads to a stolen account

The woman said the scam began three ...",WGAL 8 Lancaster/Harrisburg,0.221,0.738,0.041,-0.9136
2026-08-03 19:30:31+00:00,"Zuckerberg must apologise for PM video removal, warns panel chief","Parliamentary Committee Chair Nishikant Dubey has demanded an apology from Meta CEO Mark Zuckerberg for removing PM Modi's video. He warned that if an apology isn't given, Meta's safe harbour protection under Section 79 of the IT Act should be withdrawn.

Parliamentary Standing Committee on ...",Asianet News Network Pvt Ltd,0.126,0.793,0.081,-0.4226
2026-08-03 19:33:27+00:00,Dubey seeks Zuckerberg apology as parliamentary panel grills Meta over PM video removal - The Tribune,"According to sources, Meta officials offered to apologise, stating that the video was removed due to a technical glitch. However, BJP MPs questioned how content related to the PM could be taken down and sought clarity on those responsible for the lapse. The members maintained that the issue was no ...",The Tribune,0.05,0.826,0.123,0.6369
2026-08-03 19:25:26+00:00,Tennessee's biggest data centers consume millions of gallons daily. See how much,"Investigative reporter Kelly Puente breaks down the data centers issue in Nashville and why residents are upset

In a matter of months, data centers have become one of Tennessee's most widely discussed topics and one of the most contentious parts of the debate is water usage.

Tennessee is home to ...",The Tennessean,0.078,0.905,0.017,-0.6115
2026-08-03 19:15:02+00:00,Zuckerberg should apologise for removal of PM Modi's video or lose safe harbour protection: Parliamentary panel chief Nishikant Dubey,"New Delhi [India], August 3 (ANI): Parliamentary Standing Committee on Communications and Information Technology Chairperson Nishikant Dubey on Monday gave a stern message saying that safe harbour protection provided to Meta under Section 79 of the Information Technology (IT) Act should be withdrawn ...",Asian News International (ANI),0.04,0.837,0.123,0.6908
2026-08-03 18:04:51+00:00,Meta apologises to govt over brief removal of PM Modi's Facebook video; Parliamentary Panel seeks accountability,"Committee members demand legal action against the Meta officials responsible for the removal of the post

Social media giant Meta on Monday officially apologised to the government after it briefly removed the video of Prime Minister Narendra Modi from its platform. The issue pertains to the removal ...",The New Indian Express,0.022,0.874,0.104,0.5423
2026-08-03 17:18:31+00:00,Mark Zuckerberg Must Personally Apologise Over PM Modi Video Removal: Nishikant Dubey To Meta,"New Delhi, Aug 3: The head of the department-related standing committee on information technology, Nishikant Dubey, on Monday said Meta chief Mark Zuckerberg should personally apologise for the removal of Prime Minister Narendra Modi's video from Facebook, while several other members demanded legal ...",Free Press Journal,0.03,0.863,0.107,0.5859
2026-08-03 16:57:28+00:00,'Mark Zuckerberg must apologise for removing PM Modi's video': Parliamentary Committee,"Citing a meeting of the Parliamentary Standing Committee on Information Technology (IT) chaired by Lok Sabha MP Nishikant Dubey, sources familiar with the matter stated that an apology from Meta -- Facebook's parent company -- for removing PM Modi's video would not suffice unless responsibility for ...","India News, Breaking News, Entertainment News | India.com",0.0,0.917,0.083,0.4404
2026-08-03 16:02:36+00:00,Panel Demands Zuckerberg's Apology for Removing PM Modi's Video,"Parliamentary committee chair Nishikant Dubey has taken a serious view of Facebook removing PM Modi's video on exam paper leaks, demanding an apology from Mark Zuckerberg and threatening to withdraw Meta's safe harbour protection under Section 79.

Zuckerberg's Apology Demanded Over PM Video ...",Asianet News Network Pvt Ltd,0.144,0.746,0.11,-0.4588
2026-08-03 13:42:32+00:00,"Shruti Haasan moves Bombay High Court against AI deepfakes, fake endorsements and unauthorised use of her identity","Actor Shruti Haasan has approached the Bombay High Court seeking protection of her personality and publicity rights, alleging widespread misuse of her identity through AI-generated content, deepfake videos, fake endorsements and unauthorised merchandise.

The commercial suit names several Indian and ...",1650 AM (Bollywood Hits),0.1,0.9,0.0,-0.7351
2026-08-03 16:32:36+00:00,Zuckerberg should apologise for removal of PM's video from Facebook: Par panel chief,"Prime Minister Narendra Modi speaks regarding the High Powered Task Force on examination reforms in a video message.

New Delhi | The head of the department-related standing committee on information technology, Nishikant Dubey, on Monday said Meta chief Mark Zuckerberg should personally apologise ...",metrovaartha.com,0.0,0.911,0.089,0.6369
2026-08-03 16:07:30+00:00,Zuckerberg should apologise for removal of PM's video from...,"The head of the department-related standing committee on information technology, Nishikant Dubey, on Monday, August 3, said Meta chief Mark Zuckerberg should personally apologise for the removal of Prime Minister Narendra Modi's video from Facebook, while several other members demanded legal action ...",The Pioneer,0.034,0.848,0.118,0.5859
2026-08-03 15:42:23+00:00,India News | Apology for PM Video Removal Should Come from Mark Zuckerberg or Safe Harbour Protection Should Be Withdrawn: Parliamentary Panel Chief Nishikant Dubey,Get latest articles and stories on India at LatestLY. Parliamentary Standing Committee on Communications and Information Technology Chairperson Nishikant Dubey on Monday said the committee has taken a serious view of removal from Facebook last month of Prime Minister Narendra Modi's video on action ...,LatestLY,0.018,0.923,0.058,0.4215
2026-08-03 14:40:01+00:00,Parliamentary panel seeks Mark Zuckerberg's apology over removal of PM Modi's facebook content,"'And if Zuckerberg doesn't apologise, then the safe harbour protection they have should be revoked from them,' says Nishikant Dubey

Social media giant Meta is learnt to have told a parliamentary committee on Monday that it is ready to apologise for the brief restriction on a post by Prime Minister ...",The Telegraph,0.094,0.811,0.096,0.0341
2026-08-03 15:21:00+00:00,Zuckerberg should apologise for removal of PM's video from Facebook: IT panel chief,"Parliamentary IT panel grills Meta over brief takedown of Modi video, mulls revoking safe harbour and tightening oversight of social media platforms

The head of the department-related standing committee on information technology, Nishikant Dubey, on Monday said Meta chief Mark Zuckerberg should ...",FortuneIndia,0.0,0.908,0.092,0.6705
2026-08-03 15:14:18+00:00,Modi video removal: IT panel wants Zuckerberg to apologise,"India's parliamentary IT committee is demanding a personal apology from Meta CEO Mark Zuckerberg after Prime Minister Narendra Modi's video was temporarily removed from Facebook, raising serious questions about social media regulation and accountability.

IMAGE: Prime Minister Narendra Modi. ...",Rediff.com India Ltd.,0.063,0.863,0.075,0.1531
2026-08-03 15:18:12+00:00,Zuckerberg should apologise over PMs video removal IT panel chief,"The head of the department-related standing committee on information technology, Nishikant Dubey, on Monday, August 3, said that the Meta chief Mark Zuckerberg should personally apologise for the removal of Prime Minister Narendra Modi's video from Facebook, while several other members demanded ...",The Pioneer,0.033,0.876,0.091,0.5106
2026-08-03 15:09:52+00:00,Meta tells parliamentary panel ready to apologise over PM video,"New Delhi: Social media giant Meta is learnt to have told a parliamentary committee on Monday, August 3, that it is ready to apologise for the brief restriction on a post by Prime Minister Narendra Modi on Facebook, as a section of members demanded legal action and sought fixing of ...",The Siasat Daily,0.06,0.765,0.175,0.7717
2026-08-03 15:06:09+00:00,Zuckerberg Should Apologise Over PM's Facebook Video Removal: IT Panel Chief,"New Delhi: The head of the department-related standing committee on information technology, Nishikant Dubey, on Monday said Meta chief Mark Zuckerberg should personally apologise for the removal of Prime Minister Narendra Modi's video from Facebook, while several other members demanded legal action ...",Deccan Chronicle,0.032,0.853,0.114,0.5859
2026-08-03 15:03:48+00:00,Apology for PM video removal should come from Mark Zuckerberg or safe harbour protection should be withdrawn: Parliamentary panel chief Nishikant Dubey,"New Delhi [India], August 3 (ANI): Parliamentary Standing Committee on Communications and Information Technology Chairperson Nishikant Dubey on Monday said the committee has taken a serious view of removal from Facebook last month of Prime Minister Narendra Modi's video on action against examination ...",Asian News International (ANI),0.02,0.919,0.062,0.4215
2026-08-03 15:01:22+00:00,"Mark Zuckerberg should apologise for removal of PM Modi's video from Facebook: IT panel chief, Nishikant Dubey",A parliamentary panel demanded an apology from Meta's Mark Zuckerberg for removing Prime Minister Modi's video. Members also sought legal action and accountability for the platform's actions. Meta officials expressed regret and offered an apology for the incident. The panel questioned Meta about ...,Economic Times,0.093,0.808,0.099,-0.1531
2026-08-03 14:57:16+00:00,Meta ready to apologise over brief restriction of PM Modi's Facebook post: Sources,"Meta reportedly told a parliamentary panel it was ready to apologise over the brief restriction of Prime Minister Narendra Modi's Facebook post. Committee members questioned algorithmic bias, demanded accountability and sought legal action over the incident and content moderation practices

New ...",Telangana Today,0.138,0.681,0.181,0.5859
2026-08-03 14:33:31+00:00,"Meta tells parliamentary panel ready to apologise for error related to PM's post, grilled on algorithmic bias - CNBC TV18","Social media giant Meta is learnt to have told a parliamentary committee on Monday that it is ready to apologise for the brief restriction on a post by Prime Minister Narendra Modi on Facebook, as a section of members demanded legal action and sought fixing of accountability.

At a meeting of the ...",cnbctv18.com,0.103,0.749,0.148,0.5574
2026-08-03 14:02:23+00:00,"India News | Parliamentary Panel Takes Tough Stance on Removal of PM Modi's Video, Members Seek Accountability from Meta Officials",Get latest articles and stories on India at LatestLY. The Parliamentary Standing Committee on Communications and IT has taken a tough stance over the brief removal from Facebook of PM Modi's video on action against examination paper leaks with several members posing questions to Meta officials at ...,LatestLY,0.045,0.955,0.0,-0.25
2026-08-03 13:59:38+00:00,Mark Zuckerberg Will Have To Apologise: Parliament Panel Chief On PM Video Row,"Meta officials were summoned by the government last week

ShowQuick Read

Summary is AI-generated, newsroom-reviewed

* Meta's apology for removing PM Modi's video deemed insufficient without accountability and legal action

* Meta attributed the video removal to a technical glitch, but MeitY found ...",NDTV,0.022,0.926,0.053,0.1815
2026-08-03 13:52:47+00:00,Facebook page of Georgian investigative outlet Studio Monitor removed,"The Facebook page of Georgian investigative outlet Studio Monitor was removed on Monday, just over a week after the outlet's YouTube channel was taken down and later restored following an appeal.

The removal comes amid growing concerns over media freedom in Georgia, where independent and critical ...",OC Media,0.037,0.828,0.135,0.7184
2026-08-03 13:30:23+00:00,"Parl panel grills Meta over PM Modi video removal, demands action","A Parliamentary committee questioned Meta officials over the brief removal of a PM Modi video. Rejecting the 'technical error' apology, members demanded accountability, legal action, and details on the company's content moderation policies.

Parliamentary Panel Grills Meta, Demands ...",Asianet News Network Pvt Ltd,0.168,0.782,0.05,-0.743
2026-08-03 13:22:07+00:00,"Representatives Of Social Media Platforms Like Google, Meta Appear Before Par Panel On IT","New Delhi: Representatives of social media platforms like Google, Meta, YouTube and top officials of the ministries of home and MeitY on Monday appeared before a parliamentary panel on the issue of social media regulation. The meeting of the Parliamentary Standing Committee on IT, headed by BJP ...",ETV Bharat News,0.0,0.895,0.105,0.7003
2026-08-03 13:23:01+00:00,"Representatives of social media platforms like Google, Meta appear before Parliamentary panel on IT","Representatives of social media platforms like Google, Meta, YouTube and top officials of the Ministries of Home and MeitY on Monday (August 3, 2026) appeared before a parliamentary panel on the issue of social media regulation.

The meeting of the Parliamentary Standing Committee on IT, headed by ...",The Hindu,0.0,0.895,0.105,0.7003
2026-08-03 13:08:00+00:00,"Parliamentary panel takes tough stance on removal of PM Modi's video, members seek accountability from Meta officials","New Delhi [India], August 3 (ANI): The Parliamentary Standing Committee on Communications and IT has taken a tough stance over the brief removal from Facebook of PM Modi's video on action against examination paper leaks with several members posing questions to Meta officials at its meeting on ...",Asian News International (ANI),0.047,0.953,0.0,-0.25
2026-08-03 12:52:25+00:00,"Representatives of social media platforms like Google, Meta appear before Par panel on IT - CNBC TV18","Social media platforms, including Google, Meta, and YouTube, met with a parliamentary panel on regulation. This follows Meta's brief restriction of PM Modi's Facebook post, which MeitY deemed a nation

Representatives of social media platforms like Google, Meta, YouTube and top officials of the ...",cnbctv18.com,0.033,0.861,0.106,0.5719
2026-08-03 12:44:49+00:00,"Google, Meta, X executives appear before parliamentary panel on social media regulation","The meeting was held days after the government summoned Meta's global team for briefly restricting Prime Minister Narendra Modi's Facebook post

Representatives of social media platforms like Google, Meta, YouTube and top officials of the ministries of home and MeitY on Monday appeared before a ...",The Telegraph,0.043,0.885,0.072,0.1779
2026-08-03 12:44:25+00:00,"India News | Parliamentary Panel on IT Begins Meeting, Being Briefed by Representatives of Social Media Platforms","New Delhi [India], August 3 (ANI): Parliamentary Standing Committee on Communication and Information Technology began its meeting here today and is hearing views of Social and Digital Media Platforms on the subject 'Social and Digital platforms and their regulation'.

The panel is headed by BJP MP ...",LatestLY,0.0,1.0,0.0,0.0
2026-08-03 12:42:16+00:00,"Google, Meta Representatives Appear Before Parliamentary IT Panel","While the US-headquartered social media giant had attributed the incident to a technical glitch and apologised, the MeitY found the explanation ""inadequate"".

New Delhi: Representatives of social media platforms like Google, Meta, YouTube and top officials of the ministries of home and MeitY on ...",Deccan Chronicle,0.0,0.896,0.104,0.5719
2026-08-03 12:36:00+00:00,"1 Unstoppable Stock to Buy Before It Joins Nvidia, Alphabet, Apple, and Microsoft in the $3 Trillion Club","The U.S. is home to 11 publicly listed companies with market capitalizations of $1 trillion or more, but only Nvidia, Alphabet, Apple, and Microsoft are currently worth more than $3 trillion.

I think Meta Platforms (NASDAQ: META) could join that ultra-exclusive club within the next few years as ...",NASDAQ Stock Market,0.02,0.904,0.075,0.5789
2026-08-03 12:19:31+00:00,Panel Reviews Social Media Regulation with Tech Giants,"The Parliamentary Standing Committee on IT began a meeting in New Delhi to hear views from social media platforms on regulation. The panel, led by Nishikant Dubey, received briefings from Snapchat, Google, X, Meta, and YouTube. Home Secretary Govind Mohan attended, with discussions covering prior ...",newKerala.com,0.0,1.0,0.0,0.0
2026-08-03 12:12:10+00:00,"Representatives of social media platforms like Google, Meta appear before parliamentary panel on IT","A parliamentary panel convened a meeting with social media platforms to address regulatory matters, which was also attended by government officials. This comes in the wake of Meta's temporary restriction on Prime Minister Modi's Facebook post, leading to the ministry's scrutiny over the explanation ...",Economic Times,0.035,0.905,0.06,0.128
2026-08-03 12:03:24+00:00,"Parliamentary panel on IT begins meeting, being briefed by representatives of social media platforms","New Delhi [India], August 3 (ANI): Parliamentary Standing Committee on Communication and Information Technology began its meeting here today and is hearing views of Social and Digital Media Platforms on the subject 'Social and Digital platforms and their regulation'.

The panel is headed by BJP MP ...",Asian News International (ANI),0.0,1.0,0.0,0.0
2026-08-03 11:45:48+00:00,"Representatives of social media platforms like Google, Meta appear before Par panel on IT","New Delhi: Representatives of social media platforms like Google, Meta, YouTube and top officials of the ministries of Home and MeitY Monday appeared before a parliamentary panel on the issue of social media regulation.

The meeting of the Parliamentary Standing Committee on IT, headed by BJP member ...","Odisha News, Odisha Latest news, Odisha Daily - OrissaPOST",0.0,0.895,0.105,0.7003
2026-08-03 08:47:06+00:00,"Parliament panel to meet X, Snapchat, Google representatives today","The Parliamentary Standing Committee on Communications and Information Technology will meet with representatives from major social media platforms on Monday at 4:00pm. The meeting will include Meta (Facebook, Instagram, WhatsApp), X (formerly Twitter), Snapchat and Google. It will focus on online ...",NewsBytes,0.0,1.0,0.0,0.0
2026-08-02 16:46:24+00:00,"Meta boosts AI data center capex, forecasts $130-145bn spend","Meta increased its capital expenditure for the year as AI data center costs rise.

The company said that it planned to spend $130bn to $145bn this year, up from $115bn-$135bn at the start of this year and $125bn-$145bn in April. This week, Amazon also increased capex guidance by $20bn, citing the ...",DCD,0.0,0.854,0.146,0.765
2026-08-02 08:41:04+00:00,Google Ads clicks lose paid attribution when GBRAID and gad_ get stripped,"Google added a diagnostic to Google Analytics on July 30, 2026 that flags properties where the GBRAID and gad_ URL parameters are absent from ad click URLs, a gap that silently reclassifies paid sessions as organic or as (not set) inside campaign reports.

The release note published in the What's ...",PPC Land,0.043,0.957,0.0,-0.4019
2026-08-02 04:51:21+00:00,"Generation Z, Social Media, and Algorithmic Power | Countercurrents","Following the recent victory of India's Generation Z movement, many people are hopeful. They believe that India's present government could fall not only in the 2029 general election, but even before it.

Many others are apprehensive too.

The reasons for this hope are clear enough. For the first ...",Countercurrents,0.0,0.84,0.16,0.8782
2026-08-01 10:00:00+00:00,Truckers beware: Fake Meta alert threatens Facebook deletion,"A phony Meta support message uses a misspelled name, a 24-hour deadline and a suspicious PDF to scare you into surrendering your Facebook login

For many truck drivers and motor carriers, Facebook is more than a place to scroll. It is where they connect with other drivers, follow current events and ...",TheTrucker.com,0.175,0.75,0.075,-0.7579
2026-08-01 12:22:06+00:00,Australia's Teen Social Media Ban Falters as Most Youth Remain Online,"Three months after Australia put its pioneering ban on social media for those under 16 into force, the numbers tell a story of limited success. More than eight in 10 Australian children aged 10 to 15 continued to use the platforms. Usage frequency barely budged. And the main culprit, according to ...",WebProNews,0.129,0.819,0.052,-0.6597
2026-08-01 06:04:00+00:00,Dolby Laboratories Q3 Earnings Call Highlights,"Dolby Laboratories (NYSE:DLB) reported third-quarter fiscal 2026 revenue of $305 million, within its prior guidance range, as strength in Dolby Atmos, Dolby Vision and imaging patents was partly offset by deal timing and foundational audio revenue.

Non-GAAP earnings per share were $0.69, slightly ...",NASDAQ Stock Market,0.0,0.75,0.25,0.8402
2026-07-31 18:30:13+00:00,"Carney Cons bringing in Digital ID for all under guise of protecting kids: regulating us instead of kid-abusing tech. Bigot Carney coming for Queer & Trans Canadians, restricting LGBTQ2S+ materials. Bezos' Washington Post uses AI to charge customers more, Fuckerberg aims to harm us all with age verification requirements to bring in $billions for him. ""Boycott meta cattle!"" Protest traitor Carney!","I want the IP address, name, employer name, phone number, physical address, bank account numbers, social security numbers, license plate numbers, the next of kin, social media profiles & voter registration data on EVERY SINGLE ONE of the men who signed up for the ""Rape ...",ernstversusencana.ca,0.134,0.823,0.043,-0.9133
2026-07-30 10:15:40+00:00,"Govt to hold policy, tech discussions with Meta within a week on removal of PM's post","While speaking to reporters on the sidelines of the CII conference on semiconductors, Electronics and IT Secretary S Krishnan said that the government has asked Meta to come in at the highest level and explain the issue that led to the glitch.

""They will be coming and explaining what the situation ...",ThePrint,0.0,1.0,0.0,0.0
2026-07-31 16:30:00+00:00,"Bissen, Sugimura each raise $100,000 in July for mayoral campaigns ahead of upcoming primary","The two biggest fundraisers in the Maui County mayoral race each brought in over $100,000 in July, the final month of campaigning before the primary election on Aug. 8.

Incumbent Mayor Richard Bissen raked in $102,799 from July 1 to 24, putting him at a total of $395,447 across the entire election ...",Maui Now | Hawaii News  |  Local Maui News and Information | Hawaii News,0.0,1.0,0.0,0.0
2026-07-31 16:09:40+00:00,Cutting misinformation from social media didn't change what people believed,"Untrustworthy sources post false and inflammatory content across social media. Many people assume that content warps what the public believes.

So the fix looked obvious. Cut the bad content, and beliefs should shift.

A team of academics and Meta researchers tested that idea during the 2020 U.S. ...",Earth.com,0.153,0.847,0.0,-0.8225
2026-07-31 12:55:30+00:00,Nolan Wells Family Seeks Phone Data in Death Probe,"The family of Nolan Wells is taking another major legal step in its search for answers, issuing subpoenas to several of the nation's largest tech companies in hopes of uncovering new evidence related to the 18-year-old's death.

According to court filings, Wells' mother, Christine Wonsley, is ...",92 Q,0.116,0.73,0.154,-0.128
2026-07-31 07:22:12+00:00,8 In 10 Australian Teens Still On Social Media Despite Under-16 Ban,"About 58% of teenagers reported using social media daily or more often

ShowQuick Read

Summary is AI-generated, newsroom-reviewed

* More than 81% of Australian teens still used social media three months after the ban

* Parental awareness of children's social media use decreased since the ban's ...",NDTV,0.059,0.892,0.048,-0.1719
2026-07-31 13:29:44+00:00,Earnings season splits major tech stocks,"Major technology companies reported strong revenue growth, particularly in cloud services, advertising, and digital products. However, the market reaction has been mixed. Some companies have demonstrated that heavy investments are already supporting both revenue and profitability. Others have raised ...",mql5.com,0.0,0.701,0.299,0.9042
2026-07-31 12:27:31+00:00,India sets up content regulation standoff as police targets local Meta head - Cryptopolitan,"The case tests whether platform executives can be held responsible for what users share.

Indian authorities have stirred up international drama with their decision to build a criminal case against the local head of Mark Zuckerberg's Meta (NASDAQ: META), Arun Srinivas. The Hyderabad cybercrime ...",Cryptopolitan,0.055,0.872,0.073,0.0258
2026-07-31 10:28:14+00:00,Most Australian teens still on social media three months after under-16 ban began: Study,"About 58% of teenagers report daily social media use, study shows

More than 8 in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech firms failed to implement effective ⁠age checks, the ...",@businessline,0.146,0.793,0.061,-0.7964
2026-07-31 10:06:34+00:00,Meta India faces legal action,"Shafaqna English- On Friday(31 Jul 2026), a senior police official confirmed that authorities in Hyderabad, a major city in southern India, have filed a legal case against the head of Meta's Indian operations. The case stems from several videos that were published on Meta's Facebook platform, which ...",en.shafaqna.com,0.0,0.941,0.059,0.25
2026-07-31 06:42:38+00:00,Most Australian teens 'still on social media' three months after under-16 ban | LBC,"The report showed minimal change in ""sports and physical activity, arts and music, spending time with friends and family, and attendance at community events"".

Around half the children who retained their accounts said platforms had not checked their age, the most common reason they were able to stay ...",LBC,0.054,0.883,0.063,-0.1027
2026-07-31 09:01:14+00:00,"Most Australian teens still on social media three months after under-16 ban began, study finds","SYDNEY - More than 8 in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech firms failed to implement effective age checks, the country's internet regulator has found.

In a study published ...",The News Tribune,0.148,0.79,0.062,-0.7964
2026-07-31 08:42:28+00:00,Hyderabad Cyber Police register case against Meta India head over PM Modi posts,"Meta and Facebook logos. Hyderabad Cyber Police have booked Meta India's head and several social media account operators over alleged objectionable online content. Representational pic

Cybercrime police in Hyderabad have registered cases against operators of several Facebook and Instagram accounts ...",mid-day,0.0,1.0,0.0,0.0
2026-07-31 08:20:52+00:00,Most Australian teens are still on social media three months into the under-16 ban,"An eSafety study of more than 4,000 families found teen use slipped only from 86% to 81% after the world-first ban began, as platforms failed to check ages.

Most Australian teenagers are still using social media three months after the country's world-first under-16 ban took effect, according to a ...",The Next Web,0.193,0.807,0.0,-0.9337
2026-07-31 07:53:42+00:00,Most teens are still on social media despite the ban. They say sites haven't asked for their age,"More than eight in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech firms failed to implement effective age checks, the country's internet regulator has found.

In a study published on ...",Brisbane Times,0.045,0.816,0.139,0.7139
2026-07-31 06:44:20+00:00,"Teens flout social media ban, report says, citing lack of age checks","The government has announced it will double the maximum penalty on tech firms that fail to uphold the ban and strengthen the eSafety commissioner's information-gathering powers.

More than eight in 10 Australian teenagers are still using social media three months after the government's landmark ban ...",Australian Broadcasting Corporation,0.268,0.683,0.049,-0.9517
2026-07-31 06:13:00+00:00,Most Australian teens still on social media three months after ban,"About half the teens say platforms did not check their age, as study finds Platform ⁠use above 81% three months after December ban

SYDNEY -- More than eight in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s ...",Bangkok Post,0.156,0.825,0.019,-0.8885
2026-07-31 06:17:34+00:00,Most Australian teens still on social media 3 months after ban began: Study,"Before the ban, nearly 86% of children surveyed reported using at least one age-restricted platform | Image: Bloomberg

More than 8 in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech ...",Business Standard,0.163,0.817,0.02,-0.8885
2026-07-31 04:29:41+00:00,High storage costs are making Amazon's AI expansion even more expensive,"The online retail giant Amazon is also a major player in the cloud services market. Thanks to the AI boom, the business is on the rise.

Due to a sharp rise in memory chip prices, Amazon will invest an additional $20 billion this year in expanding its AI infrastructure.

CEO Andy Jassy raised the ...",www.Bluewin.ch,0.0,0.836,0.164,0.8625
2026-07-31 04:26:25+00:00,"Australian teenagers social media usage: Most Australian teens still on social media three months after under-16 ban began, study finds","In a study published on Friday, eSafety also found most children aged between 10 and 15 were using social media just as frequently in March as they had before the ban came into force on December 10 last year, while parental awareness of their habits ⁠decreased.

More than 8 in 10 Australian ...",Economic Times,0.094,0.906,0.0,-0.802
2026-07-31 03:36:32+00:00,"Most Aussie teens still on social media 3 months after under-16 ban began, study finds","Tech firms are failing to implement effective age checks, blunting Australia's landmark ban for under-16.

SYDNEY - More than 8 in 10 Australian teenagers are still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech firms ...",The Straits Times,0.194,0.728,0.078,-0.886
2026-07-31 04:17:00+00:00,Most Australian teens still on social media three months after under-16 ban began: study,"Study finds most children aged between 10 and 15 are using social media just as frequently as before the ban

SYDNEY: More than 8 in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech ...",GEO TV,0.15,0.832,0.018,-0.8885
2026-07-31 03:57:02+00:00,"Most Australian teens still on social media 3 months after under-16 ban began, study finds","About 58 percent of teenagers report daily social media use, study shows

More than eight in 10 Australian teenagers were still using social media three months after the government's landmark ban on the platforms for under-16s took effect because the tech firms failed to implement effective age ...",RNZ,0.146,0.793,0.061,-0.7964
2026-07-30 23:34:00+00:00,"Most Australian Teens Still on Social Media Three Months After Under-16 Ban Began, Study Finds","SYDNEY, July 31 (Reuters) - More than 8 in 10 Australian teenagers were ⁠still ⁠using social media three months after the ⁠government's landmark ban on the platforms for under-16s took effect because the tech firms failed to implement effective age checks, the country's internet regulator has ...",U.S. News & World Report,0.15,0.787,0.063,-0.7964
2026-07-31 03:14:00+00:00,Meta India Head Booked In Two Cases Over Morphed Videos Of PM Modi,"The government, earlier on Tuesday, had also summoned a top Meta executive over the entire matter. After concerns were raised, the social media giant blamed it on a technical glitch and apologised. However, the IT Ministry had found the explanation ""inadequate"".

PM Modi's July 23 Instagram post, ...",TimesNow,0.049,0.848,0.104,0.128
2026-07-31 01:45:29+00:00,Government to Meet Meta Over Temporary Restriction on PM Modi's Facebook Post,"A brief restriction on Prime Minister Narendra Modi's Facebook post has stirred concern in the government, which will hold discussions with Meta within a week on policy and technical matters linked to the incident.

Speaking to reporters on the sidelines of the CII conference on semiconductors, ...",The Pioneer,0.071,0.911,0.019,-0.4767
2026-07-31 01:37:00+00:00,Hands-on review: Apple Watch For Your Kids - Affordable phone substitute,"For parents looking for a way to keep their children connected, without having to fork out hundreds or thousands of dollars for the latest fully-fledged iPhone or Android smartphone, Apple Watch For Your Kids is an affordable, practical, and reliable middle ground.

Apple had previously implemented ...",FutureFive Australia,0.0,1.0,0.0,0.0
2026-07-31 01:11:31+00:00,List Of Hollywood & Media Layoffs From Paramount To Warner Bros Discovery To CNN & More,"Add Yahoo as a preferred source to see more of our stories on Google.

Media layoffs across the entertainment industry are hitting hard after the past two years' avalanche of job cuts.

The unfortunate trend can still be felt following the Covid-19 pandemic, dual Hollywood strikes and -- the latest ...",Yahoo,0.128,0.832,0.039,-0.6486
2026-07-30 22:47:25+00:00,Tampa Bay congressional candidate speaks out after troubling social media comment,"ST. PETERSBURG, Fla. (WFLA) -- A Democratic congressional candidate is speaking out after what she describes as a threatening social media comment directed at her.

Tamika Lyle, who is running for Florida's 16th Congressional District, said the comment was posted under a Facebook post announcing she ...",WFLA,0.115,0.885,0.0,-0.7845
2026-07-30 15:23:57+00:00,Athawale seeks action against 'anti-reservation' social media campaign - The Tribune,"Union minister Ramdas Athawale on Thursday alleged that an ""anti-reservation"" campaign is being run on social media which is attempting to defame the government and mislead the public.

He also warned social media giants Meta, Facebook, Instagram and X, to remove such content, failing which they ...",The Tribune,0.089,0.911,0.0,-0.6597
2026-07-30 14:39:08+00:00,Government to hold discussions with Meta on PM's video glitch: MeitY Secretary,"New Delhi, July 30: The government will hold discussions with social media major Meta on policy and technical matters within a week over several concerns, including the removal of Prime Minister Narendra Modi's Facebook post, a senior official at Ministry of Electronics and Information Technology ...",@businessline,0.0,0.98,0.02,0.0258
2026-07-30 12:01:45+00:00,How Tempe police unmasked online critic of city with search warrants,"Tucson resident Kathleen Tierney faced criminal charges, which were rejected by a county attorney, after making a social media post

* Tempe police used search warrants to identify an anonymous online critic after a separate user tagged them in a comment city officials feared was a threat.

* The ...",AZ Central,0.294,0.706,0.0,-0.9559
