fecha,titulo,cuerpo,fuente,neg,neu,pos,compound
2026-08-13 12:15:00+00:00,"PM, US business delegation discuss investment, job creation","Prime Minister Tarique Rahman meets a 50-member delegation of the US-Bangladesh Business Council at the Prime Minister's Office in Dhaka today (13 August).

Prime Minister Tarique Rahman held a meeting with a 50-member delegation of the US-Bangladesh Business Council today (13 August) to discuss ...",The Business Standard,0.0,0.959,0.041,0.2732
2026-08-13 11:27:53+00:00,Modi's video and safe harbour: behind Meta's tumultuous week in India | Company Business News,"Summary

A four-hour takedown of Modi's Facebook video snowballed into a showdown that sparked rare political unity -- but also a contentious threat to safe harbour immunity for internet firms under India's IT Rules.

Two days after a video posted by Prime Minister Narendra Modi was taken down ...",mint,0.109,0.806,0.085,-0.3818
2026-08-13 08:30:00+00:00,How to disrupt the health misinformation business model,"Jensen is co-founder of Etalia and advises health executives and researchers in strategic communication. Tuschman is a Stanford StartX entrepreneur and founder and CEO of Crickit.ai.

Over the last several years, fearmongering about statins has exploded, as misinformation alleges that they damage ...",STAT,0.142,0.858,0.0,-0.7783
2026-08-13 07:55:06+00:00,"Meta says it has removed 756,000 Australian teen accounts, but most under-16s are still online","The number sounds enormous, yet it collides with an awkward fact: independent studies suggest the overwhelming majority of Australian teenagers are simply working around the ban.

Meta has deactivated 756,000 Australian accounts it believes belonged to under-16s, a figure it disclosed as the ...",The Next Web,0.146,0.832,0.022,-0.8402
2026-08-13 05:07:27+00:00,Tanzania Social Media Tax Rule Sparks Privacy and Cybersecurity Fears,"Tanzania's new social media tax rule, which forces businesses to display their Tax Identification Number (TIN) or tax clearance certificate publicly on their profiles, took effect on 1 July 2026 and is already raising privacy, identity-theft, and cybersecurity fears among small traders and digital ...",The Rio Times,0.097,0.881,0.022,-0.6486
2026-08-13 04:00:00+00:00,Women continue to bear the brunt of bad tech decisions,"People are talking about Meta's AI glasses, but not in the way the company had hoped. Nicknamed ""pervert glasses"", they are becoming inextricably linked with conversations about the gradual erosion of our privacy.

They are also becoming yet another weapon against women.

If you were surprised by ...",The Irish Times,0.139,0.777,0.084,-0.5789
2026-08-12 15:14:01+00:00,Jury selection begins in states' trial against Meta over youth social media harms,"A federal judge asked potential jurors about their social media use and if they could remain unbiased.

OAKLAND, Calif. (CN) -- Jury selection for one of the largest multidistrict litigation trials in California history began Wednesday, with a Silicon Valley tech giant claiming their social media ...",Court House News Service,0.1,0.9,0.0,-0.6249
2026-08-12 18:15:57+00:00,Fired Texas judge speaks out as dirty-water firestorm engulfs town,"Former Judge Shellena Bivens says Trinidad, Texas ended her tenure after she dismissed protester's disorderly conduct charge

NEWYou can now listen to Fox News articles!

When we first introduced you to Jennifer Combs, the facts already sounded hard to believe. The mom said police arrested her after ...",Fox News,0.132,0.868,0.0,-0.8122
2026-08-12 08:42:00+00:00,"'Stop the madness': Liberal eyes big tech, party policy","Big tech companies such as Meta and Facebook that shift profits offshore should be forced to pay billions of dollars more in tax, a coalition frontbencher says.

In a wide-ranging address in Canberra, Andrew Bragg freelanced on policies outside his remit - from migration, multinational tax and the ...",Time Travel Turtle,0.105,0.779,0.116,0.1779
2026-08-11 22:13:57+00:00,Get Rich Quick? Not so fast! What Cathie Wood and Andrew Forrest can teach you about risk - Switzer,"Investing in the internet age promises fast fortunes, but the real lessons this week come from a courtroom win for Andrew Forrest and a reality check from Cathie Wood, proof that in markets, as in life, if it looks too good to be true, it probably is.

Investing in an internet world has become both ...",Switzer Daily,0.018,0.779,0.202,0.9485
2026-08-11 20:27:16+00:00,Meta can't stop states' $1.4 trillion lawsuit from going to trial,"Meta and TikTok tried to defeat thousands of social media addiction lawsuits in one fell swoop, but an appeals court rejected the attempt in a ruling issued yesterday.

First up among the lawsuits is a case brought against Meta by the California attorney general and other state AGs. Meta said in a ...",Ars Technica,0.188,0.791,0.021,-0.8558
2026-08-11 13:39:22+00:00,US$4.7 million: Ontario Court of Appeal rules Meta must pay after wrongful dismissal,"University of Toronto professor fired by Facebook Canada wins significant legal victory

A University of Toronto professor fired by Facebook Canada has won a significant legal victory at the Ontario Court of Appeal, with a ruling that could have wide-reaching implications for how tech companies ...",Canadian HR Reporter,0.124,0.675,0.201,0.5267
2026-08-11 19:04:49+00:00,Social Platforms Renew Bid To Halt California Restrictions On Recommendations,"* by Wendy Davis , 2 minutes ago

Meta Platforms, Google and TikTok are petitioning a federal judge to immediately prevent enforcement of a California law prohibiting social platforms from algorithmically recommending posts to minors under 18 without their parents' consent.

Last week, U.S. District ...",MediaPost,0.032,0.947,0.021,-0.1446
2026-08-11 14:33:00+00:00,Jefferson County passes data center moratorium,"Meta/Facebook is building a $1 billion AI data center in Beaver Dam, Wisconsin.

JEFFERSON - The County has officially passed an 18-month moratorium on data center development.

The county joins over 500 towns, cities and counties across the United States that have placed similar local bans on data ...",Watertown Daily Times Online,0.0,0.949,0.051,0.4215
2026-08-11 18:08:08+00:00,CONFESSIONS OF A WHATSAPP HOSTAGE,"PAUL NWABUIKWU writes on the uses and the dangers of the popular instant messaging platform

The other day, a professor friend, a brilliant and confident fellow, spoke about a WhatsApp encounter that left him feeling unusually helpless. A much older relative had corralled him and others into a ...",THISDAYLIVE,0.105,0.661,0.234,0.791
2026-08-11 12:22:11+00:00,Nolan Wells case: Independent investigation puts pressure on,"Inset: Nolan Xavier Wells (Lockett Williams Mortuary). Background: Attorney Ben Crump speaking at a press conference (Law&Crime/YouTube).

The mysterious death of 18-year-old Nolan Xavier Wells has captured national attention. The Mississippi teenager and college football player vanished during a ...",Law & Crime,0.115,0.772,0.113,-0.2732
2026-08-11 16:05:00+00:00,Palawan Group secures six major honors at the MarkeTech APAC,"THE Palawan Group of Companies has been recognized with six major awards at the ""MarkeTech APAC: What's Next in Marketing Advertising Awards Asia Pacific,"" at One Farrer Hotel, Singapore on July 29.

Through its fintech arm PalawanPay, the Palawan Group received Gold and Silver in the Best Use of ...",The Manila times,0.0,0.777,0.223,0.9413
2026-08-11 14:50:16+00:00,High-Profile Advocacy And Digital Subpoenas Escalate Investigation Into Nolan Wells' Death - Tampa Free Press,"National attention and high-profile legal representation have shifted the focus of the investigation into the mysterious death of 18-year-old Nolan Xavier Wells.

The Southwest Mississippi Community College football player vanished during a Fourth of July boating trip to Horn Island with friends, ...",The Free Press - Tampa,0.114,0.713,0.173,0.2732
2026-08-11 12:23:35+00:00,"SantaBanta ""Protecting Dignity and Brand Equity"" Delhi High","""Protecting Dignity and Brand Equity"": Delhi High Court Restrains Misuse of Tabu's Name, Voice, and AI-Generated Deepfakes!

The Delhi High Court has granted an omnibus ex-parte interim injunction protecting National Award-winning actor Tabu against the unauthorized commercial exploitation and ...",santabanta.com,0.0,0.854,0.146,0.7712
2026-08-10 11:39:32+00:00,India needs its own social media ecosystem to protect its children,"Social media platforms are often perceived as free services that enable people to connect and share information. However, behind these platforms are some of the world's largest and most profitable businesses. Companies such as Meta (Facebook, Instagram, Threads), TikTok, Snap Inc, X Corp, and ...",ThePrint,0.0,0.819,0.181,0.8832
2026-08-11 08:14:25+00:00,YouTube Monetization Shakeup: Why Earning Money Just Got Much Harder For Creators,"Starting on 1 February, YouTube is introducing stricter rules for creators looking to earn money. The platform is significantly raising the entry thresholds required to join its Partner Programme. This unexpected update will make it much harder for new channels to start generating advertising ...",Gizbot,0.028,0.934,0.038,0.1531
2026-08-11 07:41:16+00:00,Thailand online scams amount to $273M in H1,"People in Thailand lost nearly THB9 billion (US$273 million) to online scam networks in the first six months of 2026, as more than 170,000 online fraud cases were reported.

The Thailand Consumers Council (TCC)'s recently released data showed Facebook was the leading platform for scams, accounting ...","VnExpress International – Latest news, business, travel and analysis from Vietnam",0.258,0.742,0.0,-0.9545
2026-08-11 06:22:00+00:00,"Meta, Google, TikTok, Snapchat; major tech firms to face thousands of lawsuits over social media addiction","US appeals court allows thousands of lawsuits alleging social media platforms contributed to addiction and harm among young users

In the latest development, a U.S. appeals court has ruled that big tech companies, including Meta (Facebook and Instagram), Alphabet's Google, ByteDance (TikTok), and ...",The News International,0.107,0.893,0.0,-0.6908
2026-08-08 09:37:23+00:00,"Report urges North Carolina to end data center subsidies, halt new projects","By RICHARD CRAVER, Winston-Salem Journal, N.C. The Tribune Content Agency

As the local and statewide debate over data center projects simmers or boils - depending on the proposal and community - the focus has centered primarily on an environmental vs economic component.

A report released Thursday ...",The Charlotte Observer,0.0,1.0,0.0,0.0
2026-08-10 21:13:00+00:00,Earnings call transcript: PRKA posts mixed Q3 2026 results as costs rise By Investing.com,"Park Attractions Inc. reported mixed third-quarter 2026 results, with earnings per share of $0.99 and revenue of $3.5 million. No forecast figures were provided in the data, making it difficult to judge the quarter against Wall Street expectations. The stock was unchanged at $39.11, leaving it well ...",Investing.com,0.067,0.775,0.158,0.5106
2023-05-18 16:11:14+00:00,Top Social Media Statistics And Trends,"Keep reading Forbes Advisor for the chance to see the answer to your question in one of our upcoming stories. Our editors also may be in touch with follow-up questions.

Social media has never been bigger. It has also never been harder to know whether it's actually working. To find out where social ...",Forbes,0.0,0.939,0.061,0.4215
2026-08-10 18:56:00+00:00,"Tabu's image, voice cannot be used without permission, court orders","Bollywood actress Tabu has won a major legal victory to stop the misuse of her name, image, voice and any content created using artificial intelligence (AI) or 'deepfake' technology without permission.

The Delhi High Court has issued this ban on major digital platforms like Google, Meta and X, ...",The New Nation,0.092,0.726,0.182,0.6542
2026-08-10 14:00:00+00:00,"Daily Search Forum Recap: August 10, 2026","Here is a recap of what happened in the search forums today, through the eyes of the Search Engine Roundtable and other search forums on the web.

META/Facebook shows signs of crawling the web and potentially building its own search engine. Google's home page adds new AI buttons below the search ...",Search Engine Roundtable,0.0,1.0,0.0,0.0
2026-08-10 13:11:53+00:00,"MySpace revival positioned as remedy to modern social media, but will it happen?","MySpace may potentially make a comeback, proving the power of nostalgia as social media users tire of perfectly curated feeds.

The original Y2K social media platform, MySpace, has been described as the ""idgaf"" era of social media, where people would post raw, unedited selfies and would destroy ...",Cybernews,0.067,0.809,0.124,0.6124
2026-08-10 11:50:19+00:00,Delhi High Court orders removal of Tabu's AI-generated obscene content from social media: 'Her image...',"Tabu has received interim protection from the Delhi High Court after seeking action against the unauthorised use of her identity in obscene and AI-generated content online.

The growing misuse of artificial intelligence to create fake and misleading content has become a serious concern for ...","India News, Breaking News, Entertainment News | India.com",0.202,0.702,0.095,-0.8316
2026-08-10 10:54:00+00:00,"Delhi High Court gives interim relief to Tabu for plea regarding personality rights, directs online platforms to remove obscene, AI generated content targetting her","The Delhi High Court has granted interim protection to Tabu against the unauthorised use of her name, image and other personality attributes, directing online platforms to remove obscene and pornographic content targeting her.In an order passed on August 6, Justice Jyoti Singh instructed ...",The Times of India,0.096,0.796,0.107,-0.0258
2026-08-10 07:06:02+00:00,Italian Intelligence Tracks Ceuta Migrant Influx as EU Border Dispute With Spain Intensifies,"Italy and Spain's diplomatic rift deepens over border control dispute

The diplomatic peace between Italy and Spain, as facilitated by ministers of the European Union, was short-lived. Spain quickly issued border checks on visitors coming from Italy, just as Rome intelligence is reporting possible ...",International Business Times UK,0.079,0.778,0.142,0.6486
2026-08-10 04:33:34+00:00,Meta Is Paying Extremist Through Its Facebook Bonus Program,"Meta's Facebook paid advertising revenue to several controversial Australian creators, including a white nationalist with links to neo-Nazi groups, an investigation by Australian public broadcaster ABC News Verify found.

The investigation found that the creators received payments through Facebook's ...",SOFX,0.035,0.872,0.093,0.4588
2026-08-09 22:01:13+00:00,New Mexico Judge Rules Meta's Platforms Are a Public Nuisance and Orders $567 Million for Teen Mental Health,"A New Mexico judge has ruled that Facebook and Instagram constitute a public nuisance in the state and ordered Meta to pay $567 million into a fund for youth mental health treatment and prevention, along with implementing five years of youth safety changes.

First Judicial District Chief Judge Bryan ...",Medical Daily,0.021,0.937,0.042,0.34
2026-08-08 15:27:21+00:00,Kaliakair Hi-Tech Park draws $1.64b investment proposals: minister,"GAZIPUR, Aug 8, 2026 (BSS) - Kaliakair Hi-Tech Park by now fetched US$ 283 million investment out of proposed US$ 1.636 billion amid government thrust to develop the facility as a production and export hub, Posts, Telecommunications and Information Technology Minister Faqir Mahbub Anam said ...",Bangladesh Sangbad Sangstha (BSS),0.0,1.0,0.0,0.0
2026-08-08 00:00:00+00:00,When And How CEOs Could Be Held Accountable For Causing A Crisis,"On the other hand, ""If the poor decision is more of a strategic or operational decision that went badly, you would need to consider the implications of that relative to everything else that individual brings to the table. Those are more nuanced situations, obviously,"" he counseled.

Creating a ...",Forbes,0.15,0.771,0.079,-0.7096
2026-08-07 20:18:16+00:00,Elon Musk's X latest to block Saudi dissident accounts inside kingdom,"X, the social media platform owned by Elon Musk, has implemented geoblocking to make more than 60 accounts unavailable to users within Saudi Arabia, according to London-based human rights organization ALQST. The action affects Saudi dissidents, activists, academics, and independent media outlets. ...",RocketNews | Top News Stories From Around the Globe,0.053,0.947,0.0,-0.4404
2026-08-07 17:16:50+00:00,'Public nuisance': Judge orders Facebook parent to pay $567 million to teen mental health fund * WorldNetDaily * by Bob Unruh,"A court in New Mexico is ordering Meta, Facebook's parent company, to pay $567 million to a teen mental health program and also change how its software operates for young users.

The orders come from Bryan Beidscheid, a judge in Santa Fe, whose ruling charged the company created a ""public ...",WND,0.067,0.904,0.029,-0.1531
2026-08-07 16:48:54+00:00,In Space No One Can Hear You Boycott,"* by Joe Mandese , 3 minutes ago

Elon Musk knows a lot about a lot of things, but he doesn't seem to understand how boycotts -- especially advertising boycotts -- work.

""Conspirators in a group boycott generally work hard to cover their tracks,"" his lawyers argue in a filing this week with the ...",MediaPost,0.259,0.741,0.0,-0.9337
2026-08-07 14:48:11+00:00,RaillyNews - WhatsApp Account Crisis: Millions of Users' Accounts Under Investigation,"Act Quickly and Methodically To Recover a Blocked WhatsApp Account

If your WhatsApp account suddenly becomes inaccessible, you're not alone. Thousands of users face account suspensions due to automated errors, suspicious activity alerts, or false positives. Understanding how to effectively appeal ...",RayHaber | RaillyNews,0.176,0.697,0.127,-0.4696
2026-08-07 04:50:01+00:00,Can a Sovereign Wealth Fund Secure America's Future?,"Steven Hill was policy director for the Center for Humane Technology, co-founder of FairVote, and political reform director at New America. See more of his writing at his Substack newsletter DemocracySOS.

In his recent encyclical Magnifica humanitas, Pope Leo XIV stated that humanity is at a ...",The Fulcrum,0.0,0.901,0.099,0.6808
2026-08-07 12:13:31+00:00,Meta Faces $942 Million Liability As Court Links Social Media Design to Youth Mental Health - The Logical Indian,"A landmark court ruling against Meta raises a crucial question: can social media giants be held accountable for youth mental health?

A New Mexico court's decision to impose nearly US$1 billion in liability on Meta marks one of the most consequential legal challenges yet to the business model behind ...",The Logical Indian,0.084,0.85,0.067,-0.2865
2026-08-07 06:22:49+00:00,Palawan Group earns six honors at the MarkeTech APAC Advertising Awards,"The Palawan Group of Companies has been recognized with six major awards at the MarkeTech APAC: What's NEXT in Marketing Advertising Awards Asia Pacific, held at One Farrer Hotel in Singapore on July 29, 2026, underscoring the strength of its creative marketing, digital storytelling, and commitment ...",Inquirer,0.0,0.708,0.292,0.9638
2026-08-07 05:30:12+00:00,Meta ordered to pay $567M in New Mexico child harms case (META:NASDAQ) | Seeking Alpha,"A New Mexico court has ordered Instagram (META) and Facebook parent Meta to pay $567M to address harms to young people from its platforms in the second phase of a landmark trial.

Judge Bryan Biedscheid said in a ruling late

The $942M penalty is a small fraction of Meta's $60B annual profit and had ...",Seeking Alpha,0.165,0.784,0.051,-0.8126
2026-08-07 03:57:36+00:00,MCMC: Under-16 social media restrictions aim to ensure greater platform accountability,"Since June 1, Malaysia requires major social media platforms to implement age verification systems to prevent underage account creation, promoting enhanced online safety for young users.

SINGAPORE, Aug 7 -- Malaysia's regulatory approach to restricting social media access for users under 16 ...",Malay Mail,0.042,0.74,0.219,0.8402
2026-08-06 15:31:22+00:00,How To Use Contextual Commerce: Guide for SMBs (2026) - Shopify,"Contextual commerce integrates online buying opportunities into places where people spend time but are not necessarily shopping. When you see the Shopify Buy Button embedded in a blog post that mentions a specific product, that's contextual commerce in action.

Contextual commerce is ushering in a ...",Shopify,0.0,0.967,0.033,0.2023
2026-08-06 21:54:29+00:00,Trade Desk's Outlook Spooked Wall Street,"That pressure showed up in the quarter ending June 30th: revenue was $715 million versus $751.4 million expected, and adjusted earnings we..

re 34 cents a share versus 40 cents expected. Reuters also noted advertisers leaning more on TikTok and Meta's Facebook and Instagram, while Amazon's own ...",Finimize,0.039,0.875,0.086,0.1531
2026-08-06 19:01:06+00:00,"ReelShort Hits $1 Billion in Microdrama Revenue and First Profit, Driven by App-Store Bypass","MPA report projects $40 million net profit in 2026 as web-store billing replaces app commissions

The cliffhanger-driven mobile drama app that out-engages Netflix on a per-user basis just crossed two milestones at once: ReelShort is on pace to generate $1.05 billion in revenue in 2026 -- its first ...",Tech Times,0.0,0.884,0.116,0.6808
2026-08-06 16:15:45+00:00,Home Depot Is Accused of Selling Your Data. Here Are 5 Sneaky Ways Stores Cash in on You.,"Best-Selling Author, Emmy Recipient, Personal Finance Expert Since 1981

You went to Home Depot for a garden hose. According to a new federal lawsuit, the store walked away with something far more valuable than your money: you.

The class action, filed July 1 in federal court in Virginia, accuses ...",Money Talks News,0.119,0.833,0.048,-0.4601
2026-08-06 13:00:24+00:00,The end of looking away from violence on social media,"If you are in crisis, please call the Suicide and Crisis Lifeline by dialing 988, or contact the Crisis Text Line by texting TALK to 741741.

Perez Hilton always wanted to be famous. This is a statement of fact and not meant to make light of his self-harming incident broadcast via TikTok livestream ...",Salon.com,0.261,0.711,0.029,-0.9666
2026-08-06 12:33:45+00:00,"Indian Court Forces Meta, Google to Reveal Who Made Deepfakes of Cabinet Minister","Bombay HC extends deepfake doctrine to politicians, orders Meta and Google to expose anonymous uploaders

India's Bombay High Court issued a sweeping interim order on August 5, 2026 directing Meta and Google to immediately remove AI-generated deepfake videos falsely linking Union Minister for Road ...",Tech Times,0.028,0.947,0.026,-0.0258
2026-08-06 12:22:14+00:00,"Global Digital Evolution Firm Launches Unified Brand Across North America, Expanding Investment in Canada and the United States: Meta IT is now Insi","Company combines 35 years of experience, operations in more than 20 countries, and a growing North American presence to help organizations turn AI and technology investments into measurable business outcomes

TORONTO, Aug. 06, 2026 (GLOBE NEWSWIRE) -- Insi, a global digital evolution company with ...",The Manila times,0.0,0.864,0.136,0.8316
2026-08-06 07:21:31+00:00,"Delhi Police Alleges Digital Conspiracy Behind Jantar Mantar Violence; Issues Notices To Meta, Google And X","New Delhi: A deep and well-planned digital conspiracy has allegedly been uncovered behind the violence that erupted during a recent protest organised by the Cockroach Janta Party (CJP) at Delhi's Jantar Mantar.

According to Delhi Police, a two-week technical investigation conducted by its Cyber ...",ETV Bharat News,0.24,0.721,0.038,-0.936
2026-08-05 21:25:48+00:00,Court Upholds African People's Socialist Party Convictions for Being Unregistered Russian Foreign Agents,"From today's decision in U.S. v. Romain by Eleventh Circuit Chief Judge William Pryor, joined by Judges Jill Pryor and Andrew Brasher:

For years, members of the African People's Socialist Party followed the direction of Alexander Ionov of the Russian Federation-backed ""Anti-Globalization Movement."" ...",Reason,0.0,0.911,0.089,0.6597
2026-08-05 20:29:49+00:00,"Zuckerberg says sorry for Meta removing Modi video, hosting child abuse content - The Tribune","Members of the Meta delegation arrive to meet Union Minister for Railways Ashwini Vaishnaw in New Delhi on Wednesday. PTI

Meta chief Mark Zuckerberg on Wednesday apologised to the government for temporary removal of Prime Minister Narendra Modi's July 23 exam reform video from Facebook and presence ...",The Tribune,0.083,0.895,0.021,-0.6249
2026-08-05 18:16:29+00:00,A 2025 Report Showed Meta Earned $7 Billion A Year From Scam Ads,"The report noted a flaw in Meta's problematic content filter.

ShowQuick Read

Summary is AI-generated, newsroom-reviewed

* Meta admitted to paying for boosting certain content types on its platforms

* Meta's projections suggested it would earn 10% of revenue from ads promoting illegal content, ...",NDTV,0.157,0.693,0.149,-0.5423
2026-08-05 11:31:58+00:00,"Media can report, but not record and share, judicial proceedings: Supreme Court","The Supreme Court has said that while news outlets can continue to report judicial proceedings, they cannot use audio or video clips of the proceedings in their reports.

The clarification came on July 31 from a bench of Chief Justice Surya Kant and Justices Joymalya Bagchi and V Mohana, which had a ...",The Indian Express,0.065,0.746,0.188,0.9082
2026-08-05 10:45:04+00:00,Meta row: Parliamentary Panel seeks Mark Zuckerberg apology in 3 days,"40 years old, still waiting for a government job: Rahul Kranti Kumar's hunger strike fuels JPSC-JSSC protest

New Delhi: A Parliamentary Standing Committee on Wednesday took strong exception to the temporary removal of Prime Minister Narendra Modi's video from Facebook and has sought an apology from ...",Zee News,0.093,0.825,0.082,-0.1531
2026-08-05 10:38:59+00:00,"PM Modi Video Row: Parliamentary panel seeks Mark Zuckerberg's apology within 3 days, warns of action","PM Modi Video Row: A Parliamentary Standing Committee has taken strong exception to the temporary removal of Prime Minister Narendra Modi's video from Facebook and sought an ""unqualified apology"" from Meta CEO Mark Zuckerberg within three days.

The development comes after a video featuring PM Modi ...",Zee Business,0.022,0.899,0.079,0.3612
2026-08-05 10:20:32+00:00,'Apologise in 3 days or lose safe harbour': BJP MP's warning to Meta,"Meta briefly blocked access to PM Narendra Modi's July 23 video before restoring it; the address to GenZ came amid protests over the alleged Neet-UG 2026 paper leak

Bharatiya Janata Party (BJP) MP Nishikant Dubey on Wednesday said Meta chief Mark Zuckerberg must apologise within three days over the ...",Business Standard,0.15,0.68,0.17,0.3612
2026-08-05 09:13:36+00:00,Meta Row: Parliamentary Panel Seeks Mark Zuckerberg Apology In 3 Days,"New Delhi: A Parliamentary Standing Committee on Wednesday took strong exception to the temporary removal of Prime Minister Narendra Modi's video from Facebook and has sought an apology from Meta CEO Mark Zuckerberg within three days.

According to a letter sent to the Secretary of the Ministry of ...",Ommcom News,0.0,0.917,0.083,0.4404
2026-08-05 09:11:47+00:00,Apologise in 3 days or lose safe harbour: Govt tells Zuckerberg over PM Modi video removal - The Tribune,"The Government on Wednesday issued a three-day ultimatum to Meta chief Mark Zuckerberg, asking him to apologise for removing Prime Minister Narendra Modi's consequential video on exam reforms from the platform for nearly six hours.

At a meeting with Meta's Chief Global Affairs Officer Joel Kaplan ...",The Tribune,0.039,0.843,0.118,0.6597
2026-08-05 00:38:12+00:00,Canada's data centre boom is feeding conspiracy theories,"Canada's push to become an AI data centre hub is fuelling conspiracy theories that the massive facilities are secret ""surveillance centres"" serving authoritarian goals.

The claims, which have proliferated on social media, are the latest iteration of a widespread right-wing conspiracy positing that ...",National Observer,0.169,0.781,0.05,-0.802
2026-08-05 08:12:55+00:00,"'Meta's Mark Zuckerberg Has To Apologise Within 3 Days': Parliamentary Panel Threatens To Withdraw Immunity Over PM Modi's Video Removal, CSAM Ads","A parliamentary standing committee on Wednesday gave Meta chief Mark Zuckerberg three days to apologise for the removal of Prime Minister Narendra Modi's video from Facebook and threatened to withdraw immunity if it was not done.

In a letter to the secretary, Ministry of Electronics and IT, a ...",Free Press Journal,0.076,0.854,0.07,-0.1027
2026-08-05 08:05:41+00:00,"PM video removal: Panel seeks Zuckerberg's apology in 3 days, rejects glitch defence","Committee warns Meta could lose IT Act immunity if Zuckerberg fails to issue an unconditional apology within deadline

New Delhi, Aug 5: A parliamentary standing committee on Wednesday gave Meta chief Mark Zuckerberg three days to apologise for the removal of Prime Minister Narendra Modi's video ...",The Assam Tribune,0.152,0.752,0.096,-0.6908
2026-08-05 07:47:41+00:00,PM's video removed from FB: Parliamentary panel gives Zuckerberg three days to apologise,"In a letter to the secretary, Ministry of Electronics and IT, a director of the Lok Sabha secretariat said the removal of the prime minister's video addressing students and Gen Z regarding examination controversies and strict actions against paper leaks from Facebook for five-six hours had been ...",ETTelecom.com,0.0,0.956,0.044,0.3818
2026-08-04 21:00:01+00:00,"Apple Could Owe Some Users up to $5,000 Each in This Class Action Lawsuit","Apple argues its privacy guardrails are in compliance with the law, and has sought to toss the case.

Apple is no stranger to class action lawsuits. The company had to pay customers $50 million over its infamous ""butterfly keyboards,"" and $250 million over the AI features it promised to ship with ...",Lifehacker,0.134,0.831,0.035,-0.6369
2026-08-04 17:56:00+00:00,"'Now, it's pitchforks': AI's power appetite, local pushback driving site selections for data centers","Jared Navarre and Tracey Hyatt Bosman are no strangers to data centers.

Both have worked on numerous development deals and site selections regarding server farms and internet infrastructure.

For the most part, past data centers were not controversial.

Data centers have been housed in fairly ...",KULR-8 Local News,0.036,0.939,0.026,-0.1551
2026-08-04 16:02:53+00:00,Conspiracy to spark violence? Use of foreign bot networks and fake accounts to amplify inflammatory posts on the days of CJP mob violence under scanner,"The investigation into the Cockroach Janta Party (CJP) protest, led by Saurav Das and Ashutosh Ranka, which sparked widespread violence in Delhi on the 20th of July has reached a critical stage. The Delhi Police investigating the violence now suspects that foreign bot networks and thousands of fake ...",OpIndia,0.331,0.608,0.061,-0.9812
2026-08-04 15:21:26+00:00,Elon Musk's X latest to block Saudi dissident accounts inside kingdom - AOL,"Elon Musk's X has become the latest major US social media company to block the accounts of Saudi Arabian dissidents so they are no longer visible inside the kingdom, following orders from Saudi authorities.

Earlier this year, the Guardian reported that platforms including Snapchat and Meta's ...",AOL.com,0.133,0.867,0.0,-0.8055
2026-08-04 13:02:59+00:00,"Snap stock jumps 6% on improved advertising, World Cup boost","What happened: Snap (SNAP) stock surged 6% in premarket trading on Tuesday.

What's behind the move: The social media company's second quarter revenue was higher than expected, and its loss per share was smaller than expected.

Quarterly revenue increased 18% year over year to $1.6 billion, versus ...",Yahoo! Finance,0.038,0.77,0.192,0.802
2026-08-04 11:11:21+00:00,Centre Summons Meta Public Policy Head Again Amid Row Over PM's Video: Sources,"Meta public policy head Joel Kaplan was also summoned last week

ShowQuick Read

Summary is AI-generated, newsroom-reviewed

* Meta's public policy head Joel Kaplan summoned again by Indian government this week

* Technical officials from Instagram also called to explain Meta's algorithm workings

* ...",NDTV,0.0,1.0,0.0,0.0
2026-08-04 06:00:13+00:00,Apple Bans Telegram Temporarily Over CSAM; Messenger App's Reaction Triggers Memefest,"Telegram retorted with data on how many channels and groups were blocked for promoting CSAM in the app. The numbers are staggering and frankly heart-rending.

Apple briefly removed the Messenger app Telegram from its app store over child sexual abuse content. The iPhone maker stated on Monday that ...",Mashable India,0.096,0.866,0.038,-0.5859
2026-08-04 06:03:12+00:00,TikTok Settles Bellwether Youth SNS Addiction Lawsuit,"Settlement in bellwether case influences 3,300 pending U.S. social media addiction lawsuits

TikTok has settled three representative lawsuits alleging youth social media (SNS) addiction and mental health harm just before trial. As this case was selected as a bellwether trial representing ...",조선일보,0.163,0.837,0.0,-0.765
2026-08-04 03:12:33+00:00,Why Parliament panel chief wants an apology from Mark Zuckerberg over PM Modi's video row,"In a meeting with Meta representatives, Parliamentary Standing Committee on Communications and IT chairman Nishikant Dubey has said that Mark Zuckerberg should personally apologise for the brief removal of Prime Minister Narendra Modi's Facebook video. He noted that the episode seemed like a ...",Firstpost,0.0,0.896,0.104,0.6486
2026-08-04 02:31:14+00:00,Zuckerberg should apologise for removal of PM video from Facedbook: IT panel chief,"And if Zuckerberg does not apologise, then the safe harbour protection they have under Section 79 should be taken back from them, the BJP MP said, referring to the provision of the Information Technology Act under which social media networks and internet service providers are not legally responsible ...",ETTelecom.com,0.048,0.834,0.118,0.7043
2026-08-04 00:02:46+00:00,India News | Zuckerberg Should Apologise for Removal of PM Modi's Video or Lose Safe Harbour Protection: Parliamentary Panel Chief Nishikant Dubey,Get latest articles and stories on India at LatestLY. Parliamentary Standing Committee on Communications and Information Technology Chairperson Nishikant Dubey on Monday gave a stern message saying that safe harbour protection provided to Meta under Section 79 of the Information Technology (IT) Act ...,LatestLY,0.038,0.844,0.118,0.6908
